customer_id,recency,frequency,monetary,r_score,f_score,m_score,total_score,rfm_segment
CUST10214,128,19,5918.6699999999983,3,5,4,12,Engaged
CUST10097,116,17,4656.9500000000007,6,4,2,12,Engaged
CUST10246,133,17,6442.86,3,3,6,12,Engaged
CUST10160,110,10,5308.84,8,1,3,12,Engaged
CUST10074,117,16,5492.1699999999992,6,3,3,12,Engaged
CUST10181,126,18,5933.9199999999992,4,4,4,12,Engaged
CUST10040,132,17,6691.8499999999995,3,3,6,12,Engaged
CUST10027,116,17,4996.2900000000009,6,4,2,12,Engaged
CUST10241,107,11,4467.1699999999992,9,1,2,12,Engaged
CUST10158,123,20,4589.11,4,6,2,12,Engaged
CUST10161,126,20,4895.4699999999993,4,6,2,12,Engaged
CUST10011,120,19,4001.6099999999997,5,6,1,12,Engaged
CUST10204,114,17,4645.59,7,4,2,13,Engaged
CUST10129,222,18,8217.9,1,4,8,13,Engaged
CUST10228,121,16,6865.23,4,3,6,13,Engaged
CUST10006,147,19,6417.4000000000015,2,5,6,13,Engaged
CUST10091,128,17,7424.5099999999984,3,3,7,13,Engaged
CUST10190,143,19,6521.9299999999994,2,5,6,13,Engaged
CUST10225,111,16,4843.7900000000009,8,3,2,13,Engaged
CUST10119,121,20,4920.5300000000007,5,6,2,13,Engaged
CUST10009,109,16,4474.6799999999994,8,3,2,13,Engaged
CUST10048,115,15,6146.16,6,2,5,13,Engaged
CUST10157,182,18,8040.989999999998,1,4,8,13,Engaged
CUST10238,115,15,6219.4699999999993,6,2,5,13,Engaged
CUST10126,154,19,7238.7299999999987,1,5,7,13,Engaged
CUST10168,109,15,4610.72,9,2,2,13,Engaged
CUST10036,144,20,6735.1499999999987,2,6,6,14,Engaged
CUST10017,110,16,5295.6100000000006,8,3,3,14,Engaged
CUST10090,119,15,6925.15,5,2,7,14,Engaged
CUST10230,131,19,6500.95,3,5,6,14,Engaged
CUST10081,141,20,6659.9900000000007,2,6,6,14,Engaged
CUST10215,140,22,5684.68,2,8,4,14,Engaged
CUST10196,115,17,5558.36,6,4,4,14,Engaged
CUST10226,111,16,5088.61,8,3,3,14,Engaged
CUST10047,121,21,4849.85,5,7,2,14,Engaged
CUST10147,129,21,5638.7499999999991,3,7,4,14,Engaged
CUST10114,109,17,2150.55,9,4,1,14,Engaged
CUST10099,119,18,5696.61,5,5,4,14,Engaged
CUST10094,108,16,4644.369999999999,9,3,2,14,Engaged
CUST10010,128,17,8377.27,3,3,9,15,Potential loyalists
CUST10124,125,21,5780.420000000001,4,7,4,15,Potential loyalists
CUST10002,128,20,6729.95,3,6,6,15,Potential loyalists
CUST10058,116,18,5957.7300000000005,6,5,4,15,Potential loyalists
CUST10062,148,21,6617.95,2,7,6,15,Potential loyalists
CUST10008,110,18,4612.6,8,5,2,15,Potential loyalists
CUST10089,122,18,7182.18,4,4,7,15,Potential loyalists
CUST10210,114,18,5293.74,7,5,3,15,Potential loyalists
CUST10172,107,16,5150.8700000000008,9,3,3,15,Potential loyalists
CUST10101,110,17,5320.38,8,4,3,15,Potential loyalists
CUST10007,140,23,5600.15,2,9,4,15,Potential loyalists
CUST10220,115,19,5541.7199999999993,6,6,3,15,Potential loyalists
CUST10198,107,14,5552.7600000000011,9,2,4,15,Potential loyalists
CUST10083,172,20,7749.0400000000009,1,6,8,15,Potential loyalists
CUST10004,117,18,5779.989999999998,6,5,4,15,Potential loyalists
CUST10117,110,17,5434.5599999999995,8,4,3,15,Potential loyalists
CUST10067,124,20,6104.6399999999994,4,6,5,15,Potential loyalists
CUST10144,106,12,6034.66,10,1,5,16,Potential loyalists
CUST10242,113,18,5929.4999999999991,7,5,4,16,Potential loyalists
CUST10203,115,19,5737.6899999999987,6,6,4,16,Potential loyalists
CUST10029,137,20,7545.6800000000012,2,6,8,16,Potential loyalists
CUST10235,107,17,5284.77,9,4,3,16,Potential loyalists
CUST10195,118,17,6919.4100000000008,5,4,7,16,Potential loyalists
CUST10059,110,18,5217.5999999999995,8,5,3,16,Potential loyalists
CUST10170,119,21,5628.3000000000011,5,7,4,16,Potential loyalists
CUST10128,136,20,7487.71,2,6,8,16,Potential loyalists
CUST10152,112,18,5969.4800000000014,7,5,4,16,Potential loyalists
CUST10001,121,21,6405.3099999999995,5,7,5,17,Potential loyalists
CUST10183,106,17,5541.97,10,4,3,17,Potential loyalists
CUST10217,121,19,7417.18,5,5,7,17,Potential loyalists
CUST10055,125,19,7579.6600000000008,4,5,8,17,Potential loyalists
CUST10146,112,21,5072.4599999999991,7,8,2,17,Potential loyalists
CUST10106,157,21,8296.35,1,7,9,17,Potential loyalists
CUST10018,114,18,6365.4800000000014,7,5,5,17,Potential loyalists
CUST10023,113,19,5658.36,7,6,4,17,Potential loyalists
CUST10080,107,16,6200.0100000000011,9,3,5,17,Potential loyalists
CUST10034,128,23,6499.119999999999,3,9,6,18,Potential loyalists
CUST10086,114,22,5526.4400000000005,7,8,3,18,Potential loyalists
CUST10019,110,19,5570.89,8,6,4,18,Potential loyalists
CUST10005,111,18,6147.58,8,5,5,18,Potential loyalists
CUST10188,114,16,7604.33,7,3,8,18,Potential loyalists
CUST10182,110,18,5975.96,8,5,5,18,Potential loyalists
CUST10053,107,18,5457.5700000000006,10,5,3,18,Potential loyalists
CUST10236,113,20,5845.37,7,7,4,18,Potential loyalists
CUST10159,106,18,5224.6600000000008,10,5,3,18,Potential loyalists
CUST10042,123,21,7097.4800000000005,4,7,7,18,Potential loyalists
CUST10043,120,19,7512.3600000000006,5,5,8,18,Potential loyalists
CUST10208,135,25,6947.7699999999995,3,9,7,19,Potential loyalists
CUST10109,163,23,8652.93,1,9,9,19,Potential loyalists
CUST10054,118,21,6939.25,5,7,7,19,Potential loyalists
CUST10130,107,17,6850.6,9,4,6,19,Potential loyalists
CUST10082,144,24,7959.4799999999987,2,9,8,19,Potential loyalists
CUST10064,155,25,9172.9699999999975,1,9,9,19,Potential loyalists
CUST10165,114,19,6537.9700000000012,7,6,6,19,Potential loyalists
CUST10111,110,21,5484.5,8,8,3,19,Potential loyalists
CUST10227,125,24,6622.6500000000015,4,9,6,19,Potential loyalists
CUST10073,138,24,7922.5400000000009,2,9,8,19,Potential loyalists
CUST10222,119,22,6463.9500000000007,5,8,6,19,Potential loyalists
CUST10050,121,20,8088.7300000000005,5,6,8,19,Potential loyalists
CUST10100,115,21,6115.37,6,8,5,19,Potential loyalists
CUST10164,131,25,7119.7199999999993,3,9,7,19,Potential loyalists
CUST10038,125,22,7596.2699999999986,4,8,8,20,Loyal VIPs
CUST10056,127,21,8587.46,4,7,9,20,Loyal VIPs
CUST10108,107,20,5181.19,10,7,3,20,Loyal VIPs
CUST10061,140,28,7581.98,2,10,8,20,Loyal VIPs
CUST10060,106,18,6048.45,10,5,5,20,Loyal VIPs
CUST10044,108,17,6959.1699999999992,9,4,7,20,Loyal VIPs
CUST10153,135,22,10872.460000000001,2,8,10,20,Loyal VIPs
CUST10151,112,20,6724.1699999999992,7,7,6,20,Loyal VIPs
CUST10180,115,26,5749.9700000000012,6,10,4,20,Loyal VIPs
CUST10037,115,20,6962.4699999999993,6,7,7,20,Loyal VIPs
CUST10131,151,24,11094.779999999999,1,9,10,20,Loyal VIPs
CUST10137,120,20,10667.170000000002,5,6,10,21,Loyal VIPs
CUST10084,120,25,6514.48,5,10,6,21,Loyal VIPs
CUST10148,113,21,6807.78,7,8,6,21,Loyal VIPs
CUST10070,106,17,7411.579999999999,10,4,7,21,Loyal VIPs
CUST10179,111,20,6857.29,8,7,6,21,Loyal VIPs
CUST10012,145,23,10420.82,2,9,10,21,Loyal VIPs
CUST10139,112,20,7019.8400000000011,7,7,7,21,Loyal VIPs
CUST10123,126,22,8838.76,4,8,9,21,Loyal VIPs
CUST10176,114,22,6660.2599999999993,7,8,6,21,Loyal VIPs
CUST10115,117,22,7248.3799999999992,6,8,7,21,Loyal VIPs
CUST10033,106,19,6246.37,10,6,5,21,Loyal VIPs
CUST10071,108,20,6247.3800000000019,9,7,5,21,Loyal VIPs
CUST10150,110,19,7006.91,8,6,7,21,Loyal VIPs
CUST10193,121,20,10147.210000000001,5,6,10,21,Loyal VIPs
CUST10245,134,23,8470.0199999999986,3,9,9,21,Loyal VIPs
CUST10079,114,21,6567.02,7,8,6,21,Loyal VIPs
CUST10138,121,21,9834.97,5,7,10,22,Loyal VIPs
CUST10142,110,26,5674.079999999999,8,10,4,22,Loyal VIPs
CUST10205,114,25,6186.0999999999976,7,10,5,22,Loyal VIPs
CUST10134,115,22,7477.8499999999995,6,8,8,22,Loyal VIPs
CUST10113,109,18,7591.5899999999992,9,5,8,22,Loyal VIPs
CUST10112,128,26,9405.71,3,10,9,22,Loyal VIPs
CUST10237,118,21,9636.5000000000036,5,7,10,22,Loyal VIPs
CUST10173,106,22,5864.130000000001,10,8,4,22,Loyal VIPs
CUST10041,107,20,6321.59,10,7,5,22,Loyal VIPs
CUST10186,106,19,6555.420000000001,10,6,6,22,Loyal VIPs
CUST10218,116,21,8924.54,6,7,9,22,Loyal VIPs
CUST10122,112,20,7763.73,7,7,8,22,Loyal VIPs
CUST10049,113,20,7864.23,7,7,8,22,Loyal VIPs
CUST10092,108,17,9234.380000000001,9,4,9,22,Loyal VIPs
CUST10219,118,24,7873.5999999999995,5,9,8,22,Loyal VIPs
CUST10240,115,21,8983.7800000000025,6,8,9,23,Loyal VIPs
CUST10201,125,26,9435.7200000000012,4,10,9,23,Loyal VIPs
CUST10021,122,25,9742.4200000000019,4,9,10,23,Loyal VIPs
CUST10178,135,29,12550.939999999999,3,10,10,23,Loyal VIPs
CUST10095,106,19,7145.35,10,6,7,23,Loyal VIPs
CUST10105,106,19,7380.37,10,6,7,23,Loyal VIPs
CUST10194,115,23,7473.2699999999995,6,9,8,23,Loyal VIPs
CUST10177,107,19,8103.1600000000017,9,6,8,23,Loyal VIPs
CUST10116,134,27,12723.349999999997,3,10,10,23,Loyal VIPs
CUST10231,120,24,8661.13,5,9,9,23,Loyal VIPs
CUST10187,111,20,7708.65,8,7,8,23,Loyal VIPs
CUST10102,108,20,7068.37,9,7,7,23,Loyal VIPs
CUST10024,116,23,7869.85,6,9,8,23,Loyal VIPs
CUST10155,106,24,6339.36,10,9,5,24,Loyal VIPs
CUST10096,112,21,7549.79,8,8,8,24,Loyal VIPs
CUST10118,111,23,6897.2700000000013,8,9,7,24,Loyal VIPs
CUST10125,124,28,10560.33,4,10,10,24,Loyal VIPs
CUST10075,106,18,9078.09,10,5,9,24,Loyal VIPs
CUST10052,120,25,10607.320000000002,5,10,10,25,Champions
CUST10030,107,21,7068.090000000002,10,8,7,25,Champions
CUST10135,106,22,7362.2800000000016,10,8,7,25,Champions
CUST10143,106,21,7415.46,10,8,7,25,Champions
CUST10028,115,25,9169.3100000000013,6,10,9,25,Champions
CUST10069,106,18,10127.61,10,5,10,25,Champions
CUST10140,115,26,9895.2599999999984,6,10,10,26,Champions
CUST10175,113,24,10853.32,7,9,10,26,Champions
CUST10098,113,24,9468.5499999999975,7,9,10,26,Champions
CUST10022,107,22,8181.0700000000006,10,8,8,26,Champions
CUST10087,115,30,9484.8200000000033,6,10,10,26,Champions
CUST10243,111,24,8525.84,8,9,9,26,Champions
CUST10026,110,23,8320.44,8,9,9,26,Champions
CUST10163,107,23,7461.8000000000011,9,9,8,26,Champions
CUST10013,106,22,8647.2899999999972,10,8,9,27,Champions
CUST10167,108,21,9747.5299999999988,9,8,10,27,Champions
CUST10185,111,27,8985.5200000000023,8,10,9,27,Champions
CUST10031,109,22,11317.929999999998,9,8,10,27,Champions
CUST10248,112,27,10770.450000000003,7,10,10,27,Champions
CUST10211,106,23,8522.86,10,9,9,28,Champions
CUST10244,108,27,8554.340000000002,9,10,9,28,Champions
CUST10078,108,30,9089.49,9,10,9,28,Champions
CUST10169,108,25,8786.05,9,10,9,28,Champions
CUST10233,106,22,11367.44,10,8,10,28,Champions
CUST10156,111,29,9890.8499999999985,8,10,10,28,Champions
CUST10207,107,25,10979.439999999999,9,10,10,29,Champions
CUST10197,107,25,10205.130000000001,9,10,10,29,Champions
CUST10046,107,33,9010.380000000001,10,10,9,29,Champions
CUST10202,107,29,11137.300000000001,9,10,10,29,Champions
CUST10221,106,25,8884.45,10,10,9,29,Champions
