order_id,customer_id,orderDate,ProductType,OrderValue
537663,CUST10006,2025-05-09,Accessories,1301.04
537664,CUST10147,2025-05-13,Holiday Items,118.33
537665,CUST10126,2025-05-26,Kitchen,418.62
537666,CUST10208,2025-05-17,Stationery,167.92
537667,CUST10249,2025-05-12,Holiday Items,224.22
537668,CUST10250,2025-05-28,Kitchen,243.56
537669,CUST10013,2025-05-09,Fashion,331.8
537670,CUST10191,2025-05-20,Kitchen,776.32
537671,CUST10018,2025-05-09,Toys,144.08
537672,CUST10089,2025-05-07,Kitchen,700.08
537673,CUST10111,2025-05-10,Furniture,309.0
537674,CUST10065,2025-05-13,Toys,156.06
537675,CUST10141,2025-05-25,Gift Items,669.0
537676,CUST10221,2025-05-17,Gift Items,76.27
537677,CUST10191,2025-05-27,Accessories,275.2
537678,CUST10208,2025-05-18,Toys,563.1
537679,CUST10161,2025-05-24,Home Decor,898.56
537680,CUST10038,2025-05-15,Electronics,312.96
537681,CUST10077,2025-05-25,Holiday Items,270.63
537682,CUST10234,2025-05-27,Kitchen,319.52
537683,CUST10211,2025-05-09,Fashion,407.6
537684,CUST10061,2025-05-20,Holiday Items,97.89
537685,CUST10008,2025-05-07,Electronics,63.36
537686,CUST10112,2025-05-18,Holiday Items,285.2
537687,CUST10035,2025-05-09,Home Decor,26.23
537688,CUST10169,2025-05-09,Furniture,476.45
537689,CUST10247,2025-05-02,Accessories,234.6
537690,CUST10022,2025-05-29,Stationery,9.0
537691,CUST10245,2025-05-29,Holiday Items,521.95
537692,CUST10024,2025-05-29,Holiday Items,488.52
537693,CUST10189,2025-05-19,Furniture,90.69
537694,CUST10149,2025-05-27,Furniture,127.66
537695,CUST10061,2025-05-03,Toys,304.15
537696,CUST10085,2025-05-11,Toys,186.7
537697,CUST10061,2025-05-24,Holiday Items,777.52
537698,CUST10055,2025-05-06,Fashion,77.8
537699,CUST10151,2025-05-28,Home Decor,504.8
537700,CUST10243,2025-05-23,Kitchen,651.8
537701,CUST10175,2025-05-16,Electronics,399.78
537702,CUST10038,2025-05-30,Stationery,529.15
537703,CUST10079,2025-05-27,Home Decor,865.9
537704,CUST10205,2025-05-22,Home Decor,101.37
537705,CUST10080,2025-05-13,Stationery,128.92
537706,CUST10220,2025-05-08,Accessories,130.7
537707,CUST10238,2025-05-13,Fashion,27.36
537708,CUST10194,2025-05-27,Electronics,65.5
537709,CUST10042,2025-05-29,Accessories,136.1
537710,CUST10165,2025-05-25,Holiday Items,635.04
537711,CUST10211,2025-05-03,Accessories,34.7
537712,CUST10216,2025-05-30,Stationery,890.9
537713,CUST10026,2025-05-27,Gift Items,844.16
537714,CUST10108,2025-05-12,Toys,309.95
537715,CUST10178,2025-05-15,Home Decor,1070.28
537716,CUST10162,2025-05-06,Accessories,77.86
537717,CUST10161,2025-05-07,Fashion,8.58
537718,CUST10041,2025-05-04,Electronics,420.96
537719,CUST10213,2025-05-25,Gift Items,1036.08
537720,CUST10116,2025-05-11,Accessories,765.12
537721,CUST10152,2025-05-22,Stationery,99.39
537722,CUST10095,2025-05-14,Gift Items,129.2
537723,CUST10227,2025-05-27,Toys,843.84
537724,CUST10237,2025-05-01,Furniture,19.76
537725,CUST10051,2025-05-15,Fashion,436.2
537726,CUST10110,2025-05-20,Toys,25.05
537727,CUST10044,2025-05-12,Toys,100.2
537728,CUST10112,2025-05-17,Accessories,8.32
537729,CUST10053,2025-05-23,Electronics,164.3
537730,CUST10098,2025-05-16,Gift Items,181.7
537731,CUST10056,2025-05-20,Fashion,824.96
537732,CUST10203,2025-05-14,Gift Items,206.6
537733,CUST10061,2025-05-09,Toys,36.6
537734,CUST10150,2025-05-12,Accessories,1091.1
537735,CUST10224,2025-05-05,Stationery,7.42
537736,CUST10099,2025-05-23,Holiday Items,665.68
537737,CUST10016,2025-05-18,Home Decor,55.4
537738,CUST10233,2025-05-16,Stationery,671.4
537739,CUST10159,2025-05-17,Holiday Items,3.13
537740,CUST10095,2025-05-22,Gift Items,586.8
537741,CUST10067,2025-05-06,Gift Items,87.96
537742,CUST10225,2025-05-11,Accessories,724.92
537743,CUST10136,2025-05-23,Holiday Items,39.09
537744,CUST10012,2025-05-11,Gift Items,99.3
537745,CUST10072,2025-05-27,Stationery,1049.2
537746,CUST10068,2025-05-29,Toys,285.92
537747,CUST10229,2025-05-14,Gift Items,316.2
537748,CUST10196,2025-05-16,Gift Items,534.48
537749,CUST10163,2025-05-22,Accessories,1232.76
537750,CUST10059,2025-05-02,Gift Items,24.7
537751,CUST10181,2025-05-06,Accessories,57.75
537752,CUST10238,2025-05-29,Accessories,129.04
537753,CUST10144,2025-05-23,Accessories,54.38
537754,CUST10185,2025-05-28,Gift Items,604.3
537755,CUST10223,2025-05-07,Fashion,87.16
537756,CUST10131,2025-05-24,Fashion,301.83
537757,CUST10135,2025-05-01,Toys,284.28
537758,CUST10064,2025-05-03,Accessories,154.29
537759,CUST10073,2025-05-01,Kitchen,213.54
537760,CUST10244,2025-05-30,Kitchen,371.12
537761,CUST10118,2025-05-03,Accessories,123.42
537762,CUST10153,2025-05-09,Home Decor,763.3
537763,CUST10160,2025-05-21,Accessories,698.7
537764,CUST10233,2025-05-24,Toys,682.92
537765,CUST10206,2025-05-02,Fashion,82.02
537766,CUST10019,2025-05-24,Furniture,577.68
537767,CUST10046,2025-05-09,Electronics,106.96
537768,CUST10054,2025-05-28,Gift Items,103.84
537769,CUST10166,2025-05-10,Gift Items,752.72
537770,CUST10111,2025-05-26,Fashion,75.16
537771,CUST10214,2025-05-04,Stationery,134.07
537772,CUST10227,2025-05-15,Holiday Items,311.76
537773,CUST10109,2025-05-20,Kitchen,340.5
537774,CUST10048,2025-05-20,Holiday Items,782.32
537775,CUST10088,2025-05-17,Accessories,107.36
537776,CUST10040,2025-05-23,Accessories,314.36
537777,CUST10022,2025-05-17,Fashion,917.64
537778,CUST10206,2025-05-30,Accessories,538.9
537779,CUST10176,2025-05-05,Fashion,99.8
537780,CUST10146,2025-05-10,Home Decor,255.84
537781,CUST10132,2025-05-02,Kitchen,137.88
537782,CUST10119,2025-05-04,Toys,629.16
537783,CUST10021,2025-05-19,Furniture,221.35
537784,CUST10119,2025-05-22,Gift Items,15.89
537785,CUST10022,2025-05-02,Holiday Items,304.62
537786,CUST10117,2025-05-24,Accessories,196.95
537787,CUST10224,2025-05-30,Gift Items,213.05
537788,CUST10155,2025-05-24,Fashion,97.0
537789,CUST10002,2025-05-01,Holiday Items,106.94
537790,CUST10123,2025-05-21,Accessories,8.12
537791,CUST10155,2025-05-24,Accessories,836.64
537792,CUST10093,2025-05-20,Holiday Items,375.85
537793,CUST10004,2025-05-05,Electronics,64.0
537794,CUST10249,2025-05-23,Electronics,196.76
537795,CUST10038,2025-05-21,Electronics,27.08
537796,CUST10203,2025-05-28,Furniture,811.6
537797,CUST10119,2025-05-25,Gift Items,50.48
537798,CUST10043,2025-05-04,Gift Items,520.7
537799,CUST10006,2025-05-16,Accessories,1157.5
537800,CUST10213,2025-05-19,Holiday Items,104.64
537801,CUST10162,2025-05-04,Holiday Items,41.73
537802,CUST10149,2025-05-24,Toys,817.68
537803,CUST10125,2025-05-02,Holiday Items,1438.68
537804,CUST10157,2025-05-24,Accessories,628.2
537805,CUST10005,2025-05-17,Holiday Items,345.72
537806,CUST10229,2025-05-09,Holiday Items,405.06
537807,CUST10241,2025-05-20,Stationery,162.4
537808,CUST10042,2025-05-01,Fashion,844.6
537809,CUST10060,2025-05-15,Furniture,230.56
537810,CUST10087,2025-05-22,Toys,286.2
537811,CUST10186,2025-05-10,Holiday Items,179.1
537812,CUST10168,2025-05-22,Stationery,803.12
537813,CUST10042,2025-05-28,Toys,964.7
537814,CUST10023,2025-05-24,Accessories,142.76
537815,CUST10156,2025-05-06,Accessories,68.58
537816,CUST10078,2025-05-16,Electronics,191.46
537817,CUST10092,2025-05-01,Fashion,271.72
537818,CUST10212,2025-05-06,Furniture,492.24
537819,CUST10111,2025-05-11,Kitchen,97.3
537820,CUST10125,2025-05-08,Fashion,66.72
537821,CUST10012,2025-05-25,Furniture,568.32
537822,CUST10177,2025-05-28,Furniture,539.1
537823,CUST10243,2025-05-30,Accessories,171.0
537824,CUST10029,2025-05-25,Kitchen,1156.1
537825,CUST10130,2025-05-02,Kitchen,198.54
537826,CUST10053,2025-05-28,Stationery,229.56
537827,CUST10114,2025-05-23,Furniture,264.24
537828,CUST10040,2025-05-04,Stationery,885.7
537829,CUST10218,2025-05-04,Electronics,592.5
537830,CUST10197,2025-05-25,Home Decor,1164.3
537831,CUST10088,2025-05-16,Fashion,402.36
537832,CUST10096,2025-05-09,Holiday Items,271.44
537833,CUST10039,2025-05-08,Furniture,458.76
537834,CUST10206,2025-05-05,Holiday Items,760.0
537835,CUST10118,2025-05-29,Furniture,882.96
537836,CUST10038,2025-05-15,Home Decor,680.34
537837,CUST10087,2025-05-03,Stationery,1360.56
537838,CUST10112,2025-05-06,Home Decor,943.04
537839,CUST10237,2025-05-22,Gift Items,733.68
537840,CUST10205,2025-05-23,Furniture,117.38
537841,CUST10175,2025-05-29,Furniture,258.85
537842,CUST10233,2025-05-11,Stationery,436.4
537843,CUST10136,2025-05-29,Toys,99.67
537844,CUST10165,2025-05-15,Electronics,254.34
537845,CUST10167,2025-05-20,Accessories,910.32
537846,CUST10167,2025-05-26,Holiday Items,640.8
537847,CUST10010,2025-05-03,Furniture,424.04
537848,CUST10190,2025-05-24,Gift Items,289.92
537849,CUST10055,2025-05-10,Kitchen,1428.6
537850,CUST10088,2025-05-17,Gift Items,807.96
537851,CUST10139,2025-05-26,Toys,5.78
537852,CUST10078,2025-05-25,Holiday Items,154.3
537853,CUST10216,2025-05-02,Stationery,185.76
537854,CUST10032,2025-05-12,Home Decor,380.85
537855,CUST10189,2025-05-19,Home Decor,110.46
537856,CUST10207,2025-05-08,Toys,423.3
537857,CUST10090,2025-05-08,Fashion,1220.76
537858,CUST10184,2025-05-27,Toys,404.3
537859,CUST10189,2025-05-17,Electronics,259.32
537860,CUST10050,2025-05-19,Stationery,82.04
537861,CUST10109,2025-05-23,Holiday Items,140.1
537862,CUST10228,2025-05-14,Gift Items,26.68
537863,CUST10095,2025-05-03,Furniture,277.4
537864,CUST10200,2025-05-17,Holiday Items,572.96
537865,CUST10109,2025-05-21,Accessories,355.8
537866,CUST10211,2025-05-14,Gift Items,884.8
537867,CUST10183,2025-05-16,Accessories,185.79
537868,CUST10221,2025-05-17,Furniture,348.72
537869,CUST10122,2025-05-15,Home Decor,168.2
537870,CUST10236,2025-05-12,Kitchen,340.29
537871,CUST10147,2025-05-12,Fashion,123.68
537872,CUST10096,2025-05-04,Fashion,63.93
537873,CUST10008,2025-05-16,Gift Items,228.78
537874,CUST10013,2025-05-14,Fashion,283.8
537875,CUST10190,2025-05-27,Accessories,139.15
537876,CUST10018,2025-05-12,Home Decor,16.87
537877,CUST10145,2025-05-10,Accessories,472.32
537878,CUST10214,2025-05-16,Toys,565.86
537879,CUST10163,2025-05-17,Accessories,276.09
537880,CUST10222,2025-05-05,Stationery,809.0
537881,CUST10160,2025-05-22,Holiday Items,192.96
537882,CUST10087,2025-05-13,Furniture,238.88
537883,CUST10114,2025-05-29,Fashion,115.07
537884,CUST10007,2025-05-23,Toys,208.5
537885,CUST10165,2025-05-04,Furniture,342.1
537886,CUST10139,2025-05-20,Toys,50.22
537887,CUST10049,2025-05-17,Accessories,114.98
537888,CUST10169,2025-05-04,Furniture,1294.56
537889,CUST10202,2025-05-09,Electronics,346.74
537890,CUST10228,2025-05-27,Toys,399.96
537891,CUST10156,2025-05-18,Stationery,124.5
537892,CUST10221,2025-05-16,Home Decor,573.52
537893,CUST10007,2025-05-14,Furniture,323.1
537894,CUST10030,2025-05-03,Kitchen,284.34
537895,CUST10047,2025-05-05,Fashion,267.12
537896,CUST10174,2025-05-14,Gift Items,41.24
537897,CUST10047,2025-05-11,Home Decor,74.7
537898,CUST10082,2025-05-04,Gift Items,37.52
537899,CUST10097,2025-05-09,Kitchen,859.44
537900,CUST10153,2025-05-25,Toys,26.3
537901,CUST10130,2025-05-25,Holiday Items,241.72
537902,CUST10119,2025-05-11,Furniture,68.28
537903,CUST10105,2025-05-01,Electronics,81.52
537904,CUST10173,2025-05-19,Kitchen,34.13
537905,CUST10202,2025-05-21,Gift Items,368.6
537906,CUST10022,2025-05-15,Furniture,346.35
537907,CUST10096,2025-05-05,Furniture,377.96
537908,CUST10244,2025-05-18,Holiday Items,283.17
537909,CUST10209,2025-05-01,Accessories,666.96
537910,CUST10001,2025-05-06,Home Decor,396.15
537911,CUST10215,2025-05-09,Holiday Items,346.1
537912,CUST10150,2025-05-07,Furniture,608.94
537913,CUST10137,2025-05-24,Toys,39.2
537914,CUST10179,2025-05-13,Kitchen,75.66
537915,CUST10225,2025-05-09,Holiday Items,263.1
537916,CUST10082,2025-05-26,Stationery,296.92
537917,CUST10116,2025-05-23,Fashion,588.05
537918,CUST10088,2025-05-11,Electronics,321.28
537919,CUST10005,2025-05-11,Gift Items,1151.8
537920,CUST10231,2025-05-01,Home Decor,74.03
537921,CUST10179,2025-05-29,Accessories,153.15
537922,CUST10225,2025-05-26,Kitchen,525.84
537923,CUST10209,2025-05-27,Accessories,73.68
537924,CUST10097,2025-05-27,Toys,87.96
537925,CUST10197,2025-05-27,Home Decor,287.64
537926,CUST10050,2025-05-30,Accessories,113.74
537927,CUST10195,2025-05-01,Fashion,28.53
537928,CUST10158,2025-05-27,Fashion,150.0
537929,CUST10248,2025-05-16,Stationery,120.12
537930,CUST10181,2025-05-29,Toys,35.49
537931,CUST10164,2025-05-27,Holiday Items,13.36
537932,CUST10129,2025-05-19,Accessories,209.44
537933,CUST10190,2025-05-22,Toys,201.99
537934,CUST10191,2025-05-05,Kitchen,30.54
537935,CUST10220,2025-05-19,Electronics,99.03
537936,CUST10050,2025-05-09,Home Decor,1057.8
537937,CUST10144,2025-05-22,Accessories,896.4
537938,CUST10173,2025-05-21,Home Decor,112.7
537939,CUST10071,2025-05-14,Kitchen,319.92
537940,CUST10133,2025-05-12,Home Decor,687.84
537941,CUST10108,2025-05-30,Furniture,32.08
537942,CUST10050,2025-05-13,Stationery,396.6
537943,CUST10007,2025-05-26,Electronics,211.82
537944,CUST10064,2025-05-30,Electronics,920.32
537945,CUST10161,2025-05-03,Kitchen,123.54
537946,CUST10007,2025-05-26,Toys,58.9
537947,CUST10028,2025-05-08,Accessories,607.56
537948,CUST10014,2025-05-27,Stationery,460.64
537949,CUST10199,2025-05-03,Toys,1149.72
537950,CUST10115,2025-05-21,Toys,922.8
537951,CUST10235,2025-05-02,Home Decor,25.1
537952,CUST10178,2025-05-28,Kitchen,314.48
537953,CUST10114,2025-05-26,Home Decor,29.37
537954,CUST10017,2025-05-14,Kitchen,371.3
537955,CUST10218,2025-05-10,Holiday Items,68.21
537956,CUST10106,2025-05-25,Electronics,110.08
537957,CUST10204,2025-05-15,Holiday Items,55.78
537958,CUST10201,2025-05-22,Home Decor,84.8
537959,CUST10050,2025-05-19,Kitchen,632.7
537960,CUST10018,2025-05-23,Toys,7.88
537961,CUST10164,2025-05-05,Furniture,435.04
537962,CUST10186,2025-05-16,Toys,221.3
537963,CUST10205,2025-05-05,Home Decor,243.5
537964,CUST10112,2025-05-19,Furniture,17.5
537965,CUST10139,2025-05-29,Gift Items,234.36
537966,CUST10088,2025-05-20,Fashion,173.01
537967,CUST10151,2025-05-17,Gift Items,699.06
537968,CUST10214,2025-05-27,Furniture,30.39
537969,CUST10250,2025-05-07,Electronics,52.09
537970,CUST10049,2025-05-11,Accessories,379.08
537971,CUST10219,2025-05-11,Toys,729.7
537972,CUST10085,2025-05-14,Gift Items,449.34
537973,CUST10234,2025-05-26,Home Decor,111.76
537974,CUST10164,2025-05-01,Electronics,282.8
537975,CUST10062,2025-05-07,Accessories,229.28
537976,CUST10053,2025-05-13,Holiday Items,584.1
537977,CUST10093,2025-05-01,Home Decor,298.68
537978,CUST10030,2025-05-18,Gift Items,89.1
537979,CUST10150,2025-05-21,Stationery,271.25
537980,CUST10051,2025-05-07,Fashion,117.1
537981,CUST10185,2025-05-09,Gift Items,84.69
537982,CUST10046,2025-05-08,Electronics,612.54
537983,CUST10234,2025-05-09,Kitchen,23.19
537984,CUST10098,2025-05-05,Kitchen,100.19
537985,CUST10117,2025-05-10,Electronics,674.94
537986,CUST10044,2025-05-22,Furniture,585.66
537987,CUST10031,2025-05-03,Gift Items,845.68
537988,CUST10137,2025-05-07,Holiday Items,287.7
537989,CUST10163,2025-05-14,Electronics,239.16
537990,CUST10049,2025-05-19,Furniture,92.16
537991,CUST10064,2025-05-11,Home Decor,476.4
537992,CUST10131,2025-05-28,Toys,525.3
537993,CUST10201,2025-05-03,Accessories,270.9
537994,CUST10193,2025-05-13,Furniture,44.34
537995,CUST10046,2025-05-15,Stationery,366.48
537996,CUST10184,2025-05-16,Accessories,385.44
537997,CUST10164,2025-05-13,Toys,340.3
537998,CUST10052,2025-05-29,Accessories,26.85
537999,CUST10109,2025-05-10,Holiday Items,196.08
538000,CUST10066,2025-05-12,Furniture,337.26
